country	year	ddd.per.thousand	sector	atc	notes
Latvia	2015	0.024	AC	J01G	NA
Liechtenstein	2015	NA	AC	J01G	missing.data
Lithuania	2015	0.02	AC	J01G	NA
Luxembourg	2015	0.017	AC	J01G	NA
Malta	2015	0.013	AC	J01G	NA
Netherlands	2015	0.027	AC	J01G	NA
Norway	2015	0.013	AC	J01G	NA
Poland	2015	0.032	AC	J01G	NA
Portugal	2015	0.002	AC	J01G	NA
Romania	2015	0.363	AC	J01G	pc.hosp.total
Slovakia	2015	0.009	AC	J01G	NA
Slovenia	2015	0.007	AC	J01G	NA
Spain	2015	0.007	AC	J01G	NA
Sweden	2015	0.006	AC	J01G	NA
United Kingdom	2015	0.034	AC	J01G	NA
Austria	2015	NA	AC	J01GA	reported.zero
Belgium	2015	NA	AC	J01GA	reported.zero
Bulgaria	2015	NA	AC	J01GA	reported.zero
Croatia	2015	NA	AC	J01GA	reported.zero
Cyprus	2015	0.0012	AC	J01GA	pc.hosp.total
Czech Republic	2015	NA	AC	J01GA	reported.zero
Denmark	2015	NA	AC	J01GA	reported.zero
Estonia	2015	NA	AC	J01GA	reported.zero
Finland	2015	NA	AC	J01GA	reported.zero
France	2015	NA	AC	J01GA	reported.zero
Germany	2015	NA	AC	J01GA	reported.zero
Greece	2015	NA	AC	J01GA	reported.zero
Hungary	2015	NA	AC	J01GA	reported.zero
Iceland	2015	NA	AC	J01GA	reported.zero
Ireland	2015	NA	AC	J01GA	reported.zero
Italy	2015	NA	AC	J01GA	reported.zero
Latvia	2015	NA	AC	J01GA	reported.zero
Liechtenstein	2015	NA	AC	J01GA	missing.data
Lithuania	2015	NA	AC	J01GA	reported.zero
Luxembourg	2015	NA	AC	J01GA	reported.zero
Malta	2015	NA	AC	J01GA	reported.zero
Netherlands	2015	NA	AC	J01GA	reported.zero
Norway	2015	NA	AC	J01GA	reported.zero
Poland	2015	7e-04	AC	J01GA	NA
Portugal	2015	NA	AC	J01GA	reported.zero
Romania	2015	0.0401	AC	J01GA	pc.hosp.total
Slovakia	2015	NA	AC	J01GA	reported.zero
Slovenia	2015	NA	AC	J01GA	reported.zero
Spain	2015	1e-04	AC	J01GA	NA
Sweden	2015	NA	AC	J01GA	reported.zero
United Kingdom	2015	NA	AC	J01GA	reported.zero
Austria	2015	0.016	AC	J01GB	NA
Belgium	2015	0.013	AC	J01GB	NA
Bulgaria	2015	0.169	AC	J01GB	NA
Croatia	2015	0.005	AC	J01GB	NA
Cyprus	2015	0.062	AC	J01GB	pc.hosp.total
Czech Republic	2015	0.069	AC	J01GB	NA
Denmark	2015	0.008	AC	J01GB	NA
Estonia	2015	0.006	AC	J01GB	NA
Finland	2015	0.008	AC	J01GB	NA
France	2015	0.035	AC	J01GB	NA
Germany	2015	0.014	AC	J01GB	NA
Greece	2015	0.053	AC	J01GB	NA
Hungary	2015	0.011	AC	J01GB	NA
Iceland	2015	0.001	AC	J01GB	NA
Ireland	2015	0.025	AC	J01GB	NA
Italy	2015	0.031	AC	J01GB	NA
Latvia	2015	0.024	AC	J01GB	NA
Liechtenstein	2015	NA	AC	J01GB	missing.data
Lithuania	2015	0.02	AC	J01GB	NA
Luxembourg	2015	0.017	AC	J01GB	NA
Malta	2015	0.013	AC	J01GB	NA
Netherlands	2015	0.027	AC	J01GB	NA
Norway	2015	0.013	AC	J01GB	NA
Poland	2015	0.031	AC	J01GB	NA
Portugal	2015	0.002	AC	J01GB	NA
Romania	2015	0.323	AC	J01GB	pc.hosp.total
Slovakia	2015	0.009	AC	J01GB	NA
Slovenia	2015	0.007	AC	J01GB	NA
Spain	2015	0.007	AC	J01GB	NA
Sweden	2015	0.006	AC	J01GB	NA
United Kingdom	2015	0.034	AC	J01GB	NA
Austria	2015	1.31	AC	J01M	NA
Belgium	2015	2.57	AC	J01M	NA
Bulgaria	2015	2.83	AC	J01M	NA
Croatia	2015	1.5	AC	J01M	NA
Cyprus	2015	4.6	AC	J01M	pc.hosp.total
Czech Republic	2015	0.91	AC	J01M	NA
Denmark	2015	0.49	AC	J01M	NA
Estonia	2015	0.92	AC	J01M	NA
Finland	2015	0.73	AC	J01M	NA
France	2015	1.6	AC	J01M	NA
Germany	2015	1.33	AC	J01M	NA
Greece	2015	2.66	AC	J01M	NA
Hungary	2015	2.71	AC	J01M	NA
Iceland	2015	0.93	AC	J01M	NA
Ireland	2015	0.92	AC	J01M	NA
Italy	2015	3.37	AC	J01M	NA
Latvia	2015	1.06	AC	J01M	NA
Liechtenstein	2015	NA	AC	J01M	missing.data
Lithuania	2015	0.91	AC	J01M	NA
Luxembourg	2015	2.49	AC	J01M	NA
Malta	2015	2.65	AC	J01M	NA
Netherlands	2015	0.77	AC	J01M	NA
Norway	2015	0.46	AC	J01M	NA
Poland	2015	1.4	AC	J01M	NA
Portugal	2015	2.05	AC	J01M	NA
Romania	2015	3.52	AC	J01M	pc.hosp.total
Slovakia	2015	2.4	AC	J01M	NA
Slovenia	2015	1.16	AC	J01M	NA
Spain	2015	2.35	AC	J01M	NA
Sweden	2015	0.68	AC	J01M	NA
United Kingdom	2015	0.46	AC	J01M	NA
Austria	2015	1.31	AC	J01MA	NA
Belgium	2015	2.57	AC	J01MA	NA
Bulgaria	2015	2.83	AC	J01MA	NA
Croatia	2015	1.5	AC	J01MA	NA
Cyprus	2015	4.6	AC	J01MA	pc.hosp.total
Czech Republic	2015	0.91	AC	J01MA	NA
Denmark	2015	0.49	AC	J01MA	NA
Estonia	2015	0.92	AC	J01MA	NA
Finland	2015	0.73	AC	J01MA	NA
France	2015	1.6	AC	J01MA	NA
Germany	2015	1.33	AC	J01MA	NA
Greece	2015	2.66	AC	J01MA	NA
Hungary	2015	2.69	AC	J01MA	NA
Iceland	2015	0.93	AC	J01MA	NA
Ireland	2015	0.92	AC	J01MA	NA
Italy	2015	3.37	AC	J01MA	NA
Latvia	2015	1.02	AC	J01MA	NA
Liechtenstein	2015	NA	AC	J01MA	missing.data
Lithuania	2015	0.87	AC	J01MA	NA
Luxembourg	2015	2.49	AC	J01MA	NA
Malta	2015	2.65	AC	J01MA	NA
Netherlands	2015	0.77	AC	J01MA	NA
Norway	2015	0.46	AC	J01MA	NA
Poland	2015	1.4	AC	J01MA	NA
Portugal	2015	2.05	AC	J01MA	NA
Romania	2015	3.51	AC	J01MA	pc.hosp.total
Slovakia	2015	2.4	AC	J01MA	NA
Slovenia	2015	1.16	AC	J01MA	NA
Spain	2015	2.33	AC	J01MA	NA
Sweden	2015	0.68	AC	J01MA	NA
United Kingdom	2015	0.46	AC	J01MA	NA
Austria	2015	NA	AC	J01MB	reported.zero
Belgium	2015	NA	AC	J01MB	reported.zero
Bulgaria	2015	NA	AC	J01MB	reported.zero
Croatia	2015	NA	AC	J01MB	reported.zero
Cyprus	2015	NA	AC	J01MB	pc.hosp.totalreported.zero
Czech Republic	2015	NA	AC	J01MB	reported.zero
Denmark	2015	NA	AC	J01MB	reported.zero
Estonia	2015	NA	AC	J01MB	reported.zero
Finland	2015	NA	AC	J01MB	reported.zero
France	2015	0.0051	AC	J01MB	NA
Germany	2015	NA	AC	J01MB	reported.zero
Greece	2015	NA	AC	J01MB	reported.zero
Hungary	2015	0.0155	AC	J01MB	NA
Iceland	2015	NA	AC	J01MB	reported.zero
Ireland	2015	NA	AC	J01MB	reported.zero
Italy	2015	0.0027	AC	J01MB	NA
Latvia	2015	0.0311	AC	J01MB	NA
Liechtenstein	2015	NA	AC	J01MB	missing.data
Lithuania	2015	0.0379	AC	J01MB	NA
Luxembourg	2015	NA	AC	J01MB	reported.zero
Malta	2015	NA	AC	J01MB	reported.zero
Netherlands	2015	0.0037	AC	J01MB	NA
Norway	2015	NA	AC	J01MB	reported.zero
Poland	2015	NA	AC	J01MB	reported.zero
Portugal	2015	NA	AC	J01MB	reported.zero
Romania	2015	0.009	AC	J01MB	pc.hosp.total
Slovakia	2015	NA	AC	J01MB	reported.zero
Slovenia	2015	NA	AC	J01MB	reported.zero
Spain	2015	0.0177	AC	J01MB	NA
Sweden	2015	NA	AC	J01MB	reported.zero
United Kingdom	2015	NA	AC	J01MB	reported.zero
Austria	2015	NA	AC	J01R	reported.zero
Belgium	2015	NA	AC	J01R	reported.zero
Bulgaria	2015	NA	AC	J01R	reported.zero
Croatia	2015	NA	AC	J01R	reported.zero
Cyprus	2015	NA	AC	J01R	reported.zero
Czech Republic	2015	NA	AC	J01R	reported.zero
Denmark	2015	NA	AC	J01R	reported.zero
Estonia	2015	NA	AC	J01R	reported.zero
Finland	2015	NA	AC	J01R	reported.zero
France	2015	NA	AC	J01R	reported.zero
Germany	2015	NA	AC	J01R	reported.zero
Greece	2015	NA	AC	J01R	reported.zero
Hungary	2015	NA	AC	J01R	reported.zero
Iceland	2015	NA	AC	J01R	reported.zero
Ireland	2015	NA	AC	J01R	reported.zero
Italy	2015	NA	AC	J01R	reported.zero
Latvia	2015	NA	AC	J01R	reported.zero
Liechtenstein	2015	NA	AC	J01R	missing.data
Lithuania	2015	NA	AC	J01R	reported.zero
Luxembourg	2015	NA	AC	J01R	reported.zero
Malta	2015	0.249	AC	J01R	NA
Netherlands	2015	NA	AC	J01R	reported.zero
Norway	2015	NA	AC	J01R	reported.zero
Poland	2015	NA	AC	J01R	reported.zero
Portugal	2015	NA	AC	J01R	reported.zero
Romania	2015	NA	AC	J01R	reported.zero
Slovakia	2015	NA	AC	J01R	reported.zero
Slovenia	2015	NA	AC	J01R	reported.zero
Spain	2015	NA	AC	J01R	reported.zero
Sweden	2015	NA	AC	J01R	reported.zero
United Kingdom	2015	NA	AC	J01R	reported.zero
Austria	2015	NA	AC	J01RA	reported.zero
Belgium	2015	NA	AC	J01RA	reported.zero
Bulgaria	2015	NA	AC	J01RA	reported.zero
Croatia	2015	NA	AC	J01RA	reported.zero
Cyprus	2015	NA	AC	J01RA	reported.zero
Czech Republic	2015	NA	AC	J01RA	reported.zero
Denmark	2015	NA	AC	J01RA	reported.zero
Estonia	2015	NA	AC	J01RA	reported.zero
Finland	2015	NA	AC	J01RA	reported.zero
France	2015	NA	AC	J01RA	reported.zero
Germany	2015	NA	AC	J01RA	reported.zero
Greece	2015	NA	AC	J01RA	reported.zero
Hungary	2015	NA	AC	J01RA	reported.zero
Iceland	2015	NA	AC	J01RA	reported.zero
Ireland	2015	NA	AC	J01RA	reported.zero
Italy	2015	NA	AC	J01RA	reported.zero
Latvia	2015	NA	AC	J01RA	reported.zero
Liechtenstein	2015	NA	AC	J01RA	missing.data
Lithuania	2015	NA	AC	J01RA	reported.zero
Luxembourg	2015	NA	AC	J01RA	reported.zero
Malta	2015	0.249	AC	J01RA	NA
Netherlands	2015	NA	AC	J01RA	reported.zero
Norway	2015	NA	AC	J01RA	reported.zero
Poland	2015	NA	AC	J01RA	reported.zero
Portugal	2015	NA	AC	J01RA	reported.zero
Romania	2015	NA	AC	J01RA	reported.zero
Slovakia	2015	NA	AC	J01RA	reported.zero
Slovenia	2015	NA	AC	J01RA	reported.zero
Spain	2015	NA	AC	J01RA	reported.zero
Sweden	2015	NA	AC	J01RA	reported.zero
United Kingdom	2015	NA	AC	J01RA	reported.zero
Austria	2015	0.33	AC	J01X	NA
Belgium	2015	2.74	AC	J01X	NA
Bulgaria	2015	NA	AC	J01X	reported.zero
Croatia	2015	0.83	AC	J01X	NA
Cyprus	2015	0.7	AC	J01X	pc.hosp.total
Czech Republic	2015	1.13	AC	J01X	NA
Denmark	2015	0.73	AC	J01X	NA
Estonia	2015	0.77	AC	J01X	NA
Finland	2015	1.84	AC	J01X	NA
France	2015	0.46	AC	J01X	NA
Germany	2015	0.52	AC	J01X	NA
Greece	2015	0.78	AC	J01X	NA
Hungary	2015	0.21	AC	J01X	NA
Iceland	2015	0.98	AC	J01X	NA
Ireland	2015	0.07	AC	J01X	NA
Italy	2015	0.71	AC	J01X	NA
Latvia	2015	0.33	AC	J01X	NA
Liechtenstein	2015	NA	AC	J01X	missing.data
Lithuania	2015	1.42	AC	J01X	NA
Luxembourg	2015	1.27	AC	J01X	NA
Malta	2015	1.04	AC	J01X	NA
Netherlands	2015	1.47	AC	J01X	NA
Norway	2015	3.74	AC	J01X	NA
Poland	2015	3.88	AC	J01X	NA
Portugal	2015	1.13	AC	J01X	NA
Romania	2015	0.21	AC	J01X	pc.hosp.total
Slovakia	2015	0.07	AC	J01X	NA
Slovenia	2015	0.37	AC	J01X	NA
Spain	2015	0.47	AC	J01X	NA
Sweden	2015	1.59	AC	J01X	NA
United Kingdom	2015	1.05	AC	J01X	NA
Austria	2015	9e-04	AC	J01XA	NA
Belgium	2015	2e-04	AC	J01XA	NA
Bulgaria	2015	7e-04	AC	J01XA	NA
Croatia	2015	NA	AC	J01XA	reported.zero
Cyprus	2015	0.0584	AC	J01XA	pc.hosp.total
Czech Republic	2015	0.0167	AC	J01XA	NA
Denmark	2015	2e-04	AC	J01XA	NA
Estonia	2015	NA	AC	J01XA	reported.zero
Finland	2015	2e-04	AC	J01XA	NA
France	2015	NA	AC	J01XA	reported.zero
Germany	2015	0.0024	AC	J01XA	NA
Greece	2015	0.0283	AC	J01XA	NA
Hungary	2015	2e-04	AC	J01XA	NA
Iceland	2015	3e-04	AC	J01XA	NA
Ireland	2015	0.0011	AC	J01XA	NA
Italy	2015	0.0036	AC	J01XA	NA
Latvia	2015	3e-04	AC	J01XA	NA
Liechtenstein	2015	NA	AC	J01XA	missing.data
Lithuania	2015	1e-04	AC	J01XA	NA
Luxembourg	2015	8e-04	AC	J01XA	NA
Malta	2015	1e-04	AC	J01XA	NA
Netherlands	2015	9e-04	AC	J01XA	NA
Norway	2015	5e-04	AC	J01XA	NA
Poland	2015	5e-04	AC	J01XA	NA
Portugal	2015	NA	AC	J01XA	reported.zero
Romania	2015	0.0268	AC	J01XA	pc.hosp.total
Slovakia	2015	0.0012	AC	J01XA	NA
Slovenia	2015	NA	AC	J01XA	reported.zero
Spain	2015	2e-04	AC	J01XA	NA
Sweden	2015	0.0014	AC	J01XA	NA
United Kingdom	2015	0.0121	AC	J01XA	NA
Austria	2015	0.0091	AC	J01XB	NA
Belgium	2015	0.0179	AC	J01XB	NA
Bulgaria	2015	2e-04	AC	J01XB	NA
Croatia	2015	NA	AC	J01XB	reported.zero
Cyprus	2015	0.0232	AC	J01XB	pc.hosp.total
Czech Republic	2015	0.0151	AC	J01XB	NA
Denmark	2015	0.021	AC	J01XB	NA
Estonia	2015	0.0017	AC	J01XB	NA
Finland	2015	NA	AC	J01XB	reported.zero
France	2015	0.0154	AC	J01XB	NA
Germany	2015	0.0118	AC	J01XB	NA
Greece	2015	0.0298	AC	J01XB	NA
Hungary	2015	0.0052	AC	J01XB	NA
Iceland	2015	NA	AC	J01XB	reported.zero
Ireland	2015	0.0543	AC	J01XB	NA
Italy	2015	9e-04	AC	J01XB	NA
Latvia	2015	0.0069	AC	J01XB	NA
Liechtenstein	2015	NA	AC	J01XB	missing.data
Lithuania	2015	NA	AC	J01XB	reported.zero
Luxembourg	2015	2e-04	AC	J01XB	NA
Malta	2015	0.0691	AC	J01XB	NA
Netherlands	2015	0.0063	AC	J01XB	NA
Norway	2015	0.0043	AC	J01XB	NA
Poland	2015	0.0052	AC	J01XB	NA
Portugal	2015	NA	AC	J01XB	reported.zero
Romania	2015	0.0343	AC	J01XB	pc.hosp.total
Slovakia	2015	0.0137	AC	J01XB	NA
Slovenia	2015	0.0016	AC	J01XB	NA
Spain	2015	NA	AC	J01XB	reported.zero
Sweden	2015	0.0041	AC	J01XB	NA
United Kingdom	2015	0.0699	AC	J01XB	NA
Austria	2015	0.0272	AC	J01XC	NA
Belgium	2015	NA	AC	J01XC	reported.zero
Bulgaria	2015	NA	AC	J01XC	reported.zero
Croatia	2015	NA	AC	J01XC	reported.zero
Cyprus	2015	NA	AC	J01XC	pc.hosp.totalreported.zero
Czech Republic	2015	NA	AC	J01XC	reported.zero
Denmark	2015	0.0068	AC	J01XC	NA
Estonia	2015	NA	AC	J01XC	reported.zero
Finland	2015	0.0021	AC	J01XC	NA
France	2015	0.0666	AC	J01XC	NA
Germany	2015	NA	AC	J01XC	reported.zero
Greece	2015	0.0197	AC	J01XC	NA
Hungary	2015	NA	AC	J01XC	reported.zero
Iceland	2015	NA	AC	J01XC	reported.zero
Ireland	2015	0.0063	AC	J01XC	NA
Italy	2015	NA	AC	J01XC	reported.zero
Latvia	2015	NA	AC	J01XC	reported.zero
Liechtenstein	2015	NA	AC	J01XC	missing.data
Lithuania	2015	NA	AC	J01XC	reported.zero
Luxembourg	2015	NA	AC	J01XC	reported.zero
Malta	2015	0.0017	AC	J01XC	NA
Netherlands	2015	8e-04	AC	J01XC	NA
Norway	2015	0.0027	AC	J01XC	NA
Poland	2015	NA	AC	J01XC	reported.zero
Portugal	2015	0.0246	AC	J01XC	NA
Romania	2015	NA	AC	J01XC	reported.zero
Slovakia	2015	NA	AC	J01XC	reported.zero
Slovenia	2015	NA	AC	J01XC	reported.zero
Spain	2015	0.0037	AC	J01XC	NA
Sweden	2015	0.0101	AC	J01XC	NA
United Kingdom	2015	0.007	AC	J01XC	NA
Austria	2015	NA	AC	J01XD	reported.zero
Belgium	2015	NA	AC	J01XD	reported.zero
Bulgaria	2015	0.003	AC	J01XD	NA
Croatia	2015	NA	AC	J01XD	reported.zero
Cyprus	2015	0.189	AC	J01XD	pc.hosp.total
Czech Republic	2015	0.05	AC	J01XD	NA
Denmark	2015	NA	AC	J01XD	reported.zero
Estonia	2015	0.224	AC	J01XD	NA
Finland	2015	NA	AC	J01XD	reported.zero
France	2015	NA	AC	J01XD	reported.zero
Germany	2015	NA	AC	J01XD	reported.zero
Greece	2015	0.049	AC	J01XD	NA
Hungary	2015	NA	AC	J01XD	reported.zero
Iceland	2015	NA	AC	J01XD	reported.zero
Ireland	2015	NA	AC	J01XD	reported.zero
Italy	2015	0.001	AC	J01XD	NA
Latvia	2015	0.013	AC	J01XD	NA
Liechtenstein	2015	NA	AC	J01XD	missing.data
Lithuania	2015	0.003	AC	J01XD	NA
Luxembourg	2015	NA	AC	J01XD	reported.zero
Malta	2015	0.002	AC	J01XD	NA
Netherlands	2015	0.001	AC	J01XD	NA
Norway	2015	NA	AC	J01XD	reported.zero
Poland	2015	0.001	AC	J01XD	NA
Portugal	2015	NA	AC	J01XD	reported.zero
Romania	2015	0.034	AC	J01XD	pc.hosp.total
Slovakia	2015	0.017	AC	J01XD	NA
Slovenia	2015	NA	AC	J01XD	reported.zero
Spain	2015	NA	AC	J01XD	reported.zero
Sweden	2015	NA	AC	J01XD	reported.zero
United Kingdom	2015	0.001	AC	J01XD	NA
Austria	2015	0.26	AC	J01XE	NA
Belgium	2015	2.57	AC	J01XE	NA
Bulgaria	2015	NA	AC	J01XE	reported.zero
Croatia	2015	0.83	AC	J01XE	NA
Cyprus	2015	0.41	AC	J01XE	pc.hosp.total
Czech Republic	2015	1.04	AC	J01XE	NA
Denmark	2015	0.45	AC	J01XE	NA
Estonia	2015	0.54	AC	J01XE	NA
Finland	2015	0.48	AC	J01XE	NA
France	2015	0.2	AC	J01XE	NA
Germany	2015	0.42	AC	J01XE	NA
Greece	2015	0.6	AC	J01XE	NA
Hungary	2015	0.13	AC	J01XE	NA
Iceland	2015	0.65	AC	J01XE	NA
Ireland	2015	NA	AC	J01XE	reported.zero
Italy	2015	0.22	AC	J01XE	NA
Latvia	2015	0.28	AC	J01XE	NA
Liechtenstein	2015	NA	AC	J01XE	missing.data
Lithuania	2015	1.4	AC	J01XE	NA
Luxembourg	2015	1.16	AC	J01XE	NA
Malta	2015	0.96	AC	J01XE	NA
Netherlands	2015	1.4	AC	J01XE	NA
Norway	2015	0.29	AC	J01XE	NA
Poland	2015	3.85	AC	J01XE	NA
Portugal	2015	0.93	AC	J01XE	NA
Romania	2015	0.09	AC	J01XE	pc.hosp.total
Slovakia	2015	NA	AC	J01XE	reported.zero
Slovenia	2015	0.36	AC	J01XE	NA
Spain	2015	0.14	AC	J01XE	NA
Sweden	2015	0.38	AC	J01XE	NA
United Kingdom	2015	0.9	AC	J01XE	NA
Austria	2015	0.04	AC	J01XX	NA
Belgium	2015	0.16	AC	J01XX	NA
Bulgaria	2015	NA	AC	J01XX	reported.zero
Croatia	2015	NA	AC	J01XX	reported.zero
Cyprus	2015	0.02	AC	J01XX	pc.hosp.total
Czech Republic	2015	NA	AC	J01XX	reported.zero
Denmark	2015	0.25	AC	J01XX	NA
Estonia	2015	NA	AC	J01XX	reported.zero
Finland	2015	1.36	AC	J01XX	NA
France	2015	0.18	AC	J01XX	NA
Germany	2015	0.09	AC	J01XX	NA
Greece	2015	0.05	AC	J01XX	NA
Hungary	2015	0.08	AC	J01XX	NA
Iceland	2015	0.33	AC	J01XX	NA
Ireland	2015	0.01	AC	J01XX	NA
Italy	2015	0.49	AC	J01XX	NA
Latvia	2015	0.03	AC	J01XX	NA
Liechtenstein	2015	NA	AC	J01XX	missing.data
Lithuania	2015	0.02	AC	J01XX	NA
Luxembourg	2015	0.1	AC	J01XX	NA
Malta	2015	NA	AC	J01XX	reported.zero
Netherlands	2015	0.06	AC	J01XX	NA
Norway	2015	3.44	AC	J01XX	NA
Poland	2015	0.02	AC	J01XX	NA
Portugal	2015	0.18	AC	J01XX	NA
Romania	2015	0.03	AC	J01XX	pc.hosp.total
Slovakia	2015	0.04	AC	J01XX	NA
Slovenia	2015	NA	AC	J01XX	reported.zero
Spain	2015	0.33	AC	J01XX	NA
Sweden	2015	1.19	AC	J01XX	NA
United Kingdom	2015	0.05	AC	J01XX	NA
Austria	2015	0.26	AC	J02	NA
Belgium	2015	1.3	AC	J02	NA
Bulgaria	2015	0.42	AC	J02	NA
Croatia	2015	0.21	AC	J02	NA
Cyprus	2015	1.35	AC	J02	pc.hosp.total
Czech Republic	2015	0.24	AC	J02	NA
Denmark	2015	0.49	AC	J02	NA
Estonia	2015	0.29	AC	J02	NA
Finland	2015	0.38	AC	J02	NA
France	2015	0.23	AC	J02	NA
Germany	2015	0.2	AC	J02	NA
Greece	2015	1.14	AC	J02	NA
Hungary	2015	0.32	AC	J02	NA
Iceland	2015	0.45	AC	J02	NA
Ireland	2015	NA	AC	J02	missing.data
Italy	2015	0.84	AC	J02	NA
Latvia	2015	0.27	AC	J02	NA
Liechtenstein	2015	NA	AC	J02	missing.data
Lithuania	2015	0.18	AC	J02	NA
Luxembourg	2015	1.2	AC	J02	NA
Malta	2015	1.06	AC	J02	NA
Netherlands	2015	0.4	AC	J02	NA
Norway	2015	0.17	AC	J02	NA
Poland	2015	0.94	AC	J02	NA
Portugal	2015	0.62	AC	J02	NA
Romania	2015	0.48	AC	J02	pc.hosp.total
Slovakia	2015	0.67	AC	J02	NA
Slovenia	2015	0.26	AC	J02	NA
Spain	2015	0.24	AC	J02	NA
Sweden	2015	0.22	AC	J02	NA
United Kingdom	2015	NA	AC	J02	reported.zero
Austria	2015	0.26	AC	J02A	NA
Belgium	2015	1.3	AC	J02A	NA
Bulgaria	2015	0.42	AC	J02A	NA
Croatia	2015	0.21	AC	J02A	NA
Cyprus	2015	1.35	AC	J02A	pc.hosp.total
Czech Republic	2015	0.24	AC	J02A	NA
Denmark	2015	0.49	AC	J02A	NA
Estonia	2015	0.29	AC	J02A	NA
Finland	2015	0.38	AC	J02A	NA
France	2015	0.23	AC	J02A	NA
Germany	2015	0.2	AC	J02A	NA
Greece	2015	1.14	AC	J02A	NA
Hungary	2015	0.32	AC	J02A	NA
Iceland	2015	0.45	AC	J02A	NA
Ireland	2015	NA	AC	J02A	missing.data
Italy	2015	0.84	AC	J02A	NA
Latvia	2015	0.27	AC	J02A	NA
Liechtenstein	2015	NA	AC	J02A	missing.data
Lithuania	2015	0.18	AC	J02A	NA
Luxembourg	2015	1.2	AC	J02A	NA
Malta	2015	1.06	AC	J02A	NA
Netherlands	2015	0.4	AC	J02A	NA
Norway	2015	0.17	AC	J02A	NA
Poland	2015	0.94	AC	J02A	NA
Portugal	2015	0.62	AC	J02A	NA
Romania	2015	0.48	AC	J02A	pc.hosp.total
Slovakia	2015	0.67	AC	J02A	NA
Slovenia	2015	0.26	AC	J02A	NA
Spain	2015	0.24	AC	J02A	NA
Sweden	2015	0.22	AC	J02A	NA
United Kingdom	2015	NA	AC	J02A	reported.zero
Austria	2015	8e-04	AC	J02AA	NA
Belgium	2015	NA	AC	J02AA	reported.zero
Bulgaria	2015	NA	AC	J02AA	reported.zero
Croatia	2015	NA	AC	J02AA	reported.zero
Cyprus	2015	0.0193	AC	J02AA	pc.hosp.total
Czech Republic	2015	0.0061	AC	J02AA	NA
Denmark	2015	8e-04	AC	J02AA	NA
Estonia	2015	NA	AC	J02AA	reported.zero
Finland	2015	NA	AC	J02AA	reported.zero
France	2015	NA	AC	J02AA	reported.zero
Germany	2015	4e-04	AC	J02AA	NA
Greece	2015	0.0016	AC	J02AA	NA
Hungary	2015	NA	AC	J02AA	reported.zero
Iceland	2015	NA	AC	J02AA	reported.zero
Ireland	2015	NA	AC	J02AA	missing.data
Italy	2015	NA	AC	J02AA	reported.zero
Latvia	2015	0.0095	AC	J02AA	NA
Liechtenstein	2015	NA	AC	J02AA	missing.data
Lithuania	2015	NA	AC	J02AA	reported.zero
Luxembourg	2015	NA	AC	J02AA	reported.zero
Malta	2015	NA	AC	J02AA	reported.zero
Netherlands	2015	7e-04	AC	J02AA	NA
Norway	2015	4e-04	AC	J02AA	NA
Poland	2015	NA	AC	J02AA	reported.zero
Portugal	2015	NA	AC	J02AA	reported.zero
Romania	2015	NA	AC	J02AA	reported.zero
Slovakia	2015	NA	AC	J02AA	reported.zero
Slovenia	2015	NA	AC	J02AA	reported.zero
Spain	2015	NA	AC	J02AA	reported.zero
Sweden	2015	3e-04	AC	J02AA	NA
United Kingdom	2015	NA	AC	J02AA	reported.zero
Austria	2015	NA	AC	J02AB	reported.zero
Belgium	2015	NA	AC	J02AB	reported.zero
Bulgaria	2015	5e-04	AC	J02AB	NA
Croatia	2015	NA	AC	J02AB	reported.zero
Cyprus	2015	0.0072	AC	J02AB	pc.hosp.total
Czech Republic	2015	NA	AC	J02AB	reported.zero
Denmark	2015	NA	AC	J02AB	reported.zero
Estonia	2015	NA	AC	J02AB	reported.zero
Finland	2015	NA	AC	J02AB	reported.zero
France	2015	NA	AC	J02AB	reported.zero
Germany	2015	NA	AC	J02AB	reported.zero
Greece	2015	0.017	AC	J02AB	NA
Hungary	2015	NA	AC	J02AB	reported.zero
Iceland	2015	0.0265	AC	J02AB	NA
Ireland	2015	NA	AC	J02AB	missing.data
Italy	2015	1e-04	AC	J02AB	NA
Latvia	2015	NA	AC	J02AB	reported.zero
Liechtenstein	2015	NA	AC	J02AB	missing.data
Lithuania	2015	NA	AC	J02AB	reported.zero
Luxembourg	2015	NA	AC	J02AB	reported.zero
Malta	2015	NA	AC	J02AB	reported.zero
Netherlands	2015	NA	AC	J02AB	reported.zero
Norway	2015	0.0014	AC	J02AB	NA
Poland	2015	0.0096	AC	J02AB	NA
Portugal	2015	NA	AC	J02AB	reported.zero
Romania	2015	NA	AC	J02AB	pc.hosp.totalreported.zero
Slovakia	2015	NA	AC	J02AB	reported.zero
Slovenia	2015	NA	AC	J02AB	reported.zero
Spain	2015	NA	AC	J02AB	reported.zero
Sweden	2015	2e-04	AC	J02AB	NA
United Kingdom	2015	NA	AC	J02AB	reported.zero
Austria	2015	0.26	AC	J02AC	NA
Belgium	2015	1.3	AC	J02AC	NA
Bulgaria	2015	0.42	AC	J02AC	NA
Croatia	2015	0.21	AC	J02AC	NA
Cyprus	2015	1.31	AC	J02AC	pc.hosp.total
Czech Republic	2015	0.23	AC	J02AC	NA
Denmark	2015	0.48	AC	J02AC	NA
Estonia	2015	0.29	AC	J02AC	NA
Finland	2015	0.38	AC	J02AC	NA
